Page URL with Redirect Link,Redirect Type,Length,Initial Redirect URL,Status code of Initial Redirect URL,Final Destination URL,URL 2,Status code of URL 2,URL 3,Status code of URL 3,URL 4,Status code of URL 4,URL 5,Status code of URL 5,URL 6,Status code of URL 6,Discovered
https://themegaradio.com/af/genres/blues,loop,7+,https://themegaradio.com/gu/પ્રકારો/blues,301,n/a,https://themegaradio.com/gu/પ્રકારો/blues,301,https://themegaradio.com/gu/પ્રકારો/blues,301,https://themegaradio.com/gu/પ્રકારો/blues,301,https://themegaradio.com/gu/પ્રકારો/blues,301,https://themegaradio.com/gu/પ્રકારો/blues,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/blues,loop,7+,https://themegaradio.com/ta/பிரிவுகள்/blues,301,n/a,https://themegaradio.com/ta/பிரிவுகள்/blues,301,https://themegaradio.com/ta/பிரிவுகள்/blues,301,https://themegaradio.com/ta/பிரிவுகள்/blues,301,https://themegaradio.com/ta/பிரிவுகள்/blues,301,https://themegaradio.com/ta/பிரிவுகள்/blues,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/blues,loop,7+,https://themegaradio.com/uk/жанри/blues,301,n/a,https://themegaradio.com/uk/жанри/blues,301,https://themegaradio.com/uk/жанри/blues,301,https://themegaradio.com/uk/жанри/blues,301,https://themegaradio.com/uk/жанри/blues,301,https://themegaradio.com/uk/жанри/blues,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/blues,loop,7+,https://themegaradio.com/th/ประเภท/blues,301,n/a,https://themegaradio.com/th/ประเภท/blues,301,https://themegaradio.com/th/ประเภท/blues,301,https://themegaradio.com/th/ประเภท/blues,301,https://themegaradio.com/th/ประเภท/blues,301,https://themegaradio.com/th/ประเภท/blues,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/blues,loop,7+,https://themegaradio.com/am/አይነቶች/blues,301,n/a,https://themegaradio.com/am/አይነቶች/blues,301,https://themegaradio.com/am/አይነቶች/blues,301,https://themegaradio.com/am/አይነቶች/blues,301,https://themegaradio.com/am/አይነቶች/blues,301,https://themegaradio.com/am/አይነቶች/blues,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/blues,loop,7+,https://themegaradio.com/bn/ধরন/blues,301,n/a,https://themegaradio.com/bn/ধরন/blues,301,https://themegaradio.com/bn/ধরন/blues,301,https://themegaradio.com/bn/ধরন/blues,301,https://themegaradio.com/bn/ধরন/blues,301,https://themegaradio.com/bn/ধরন/blues,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/blues,loop,7+,https://themegaradio.com/ko/장르/blues,301,n/a,https://themegaradio.com/ko/장르/blues,301,https://themegaradio.com/ko/장르/blues,301,https://themegaradio.com/ko/장르/blues,301,https://themegaradio.com/ko/장르/blues,301,https://themegaradio.com/ko/장르/blues,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/blues,loop,7+,https://themegaradio.com/zh/类型/blues,301,n/a,https://themegaradio.com/zh/类型/blues,301,https://themegaradio.com/zh/类型/blues,301,https://themegaradio.com/zh/类型/blues,301,https://themegaradio.com/zh/类型/blues,301,https://themegaradio.com/zh/类型/blues,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/blues,loop,7+,https://themegaradio.com/ja/ジャンル/blues,301,n/a,https://themegaradio.com/ja/ジャンル/blues,301,https://themegaradio.com/ja/ジャンル/blues,301,https://themegaradio.com/ja/ジャンル/blues,301,https://themegaradio.com/ja/ジャンル/blues,301,https://themegaradio.com/ja/ジャンル/blues,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/blues,loop,7+,https://themegaradio.com/cs/žánry/blues,301,n/a,https://themegaradio.com/cs/žánry/blues,301,https://themegaradio.com/cs/žánry/blues,301,https://themegaradio.com/cs/žánry/blues,301,https://themegaradio.com/cs/žánry/blues,301,https://themegaradio.com/cs/žánry/blues,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/blues,loop,7+,https://themegaradio.com/hy/ժանրեր/blues,301,n/a,https://themegaradio.com/hy/ժանրեր/blues,301,https://themegaradio.com/hy/ժանրեր/blues,301,https://themegaradio.com/hy/ժանրեր/blues,301,https://themegaradio.com/hy/ժանրեր/blues,301,https://themegaradio.com/hy/ժանրեր/blues,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/blues,loop,7+,https://themegaradio.com/ur/اصناف/blues,301,n/a,https://themegaradio.com/ur/اصناف/blues,301,https://themegaradio.com/ur/اصناف/blues,301,https://themegaradio.com/ur/اصناف/blues,301,https://themegaradio.com/ur/اصناف/blues,301,https://themegaradio.com/ur/اصناف/blues,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/blues,loop,7+,https://themegaradio.com/lt/žanrai/blues,301,n/a,https://themegaradio.com/lt/žanrai/blues,301,https://themegaradio.com/lt/žanrai/blues,301,https://themegaradio.com/lt/žanrai/blues,301,https://themegaradio.com/lt/žanrai/blues,301,https://themegaradio.com/lt/žanrai/blues,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/classical,loop,7+,https://themegaradio.com/et/žanrid/classical,301,n/a,https://themegaradio.com/et/žanrid/classical,301,https://themegaradio.com/et/žanrid/classical,301,https://themegaradio.com/et/žanrid/classical,301,https://themegaradio.com/et/žanrid/classical,301,https://themegaradio.com/et/žanrid/classical,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/classical,loop,7+,https://themegaradio.com/sr/žanrovi/classical,301,n/a,https://themegaradio.com/sr/žanrovi/classical,301,https://themegaradio.com/sr/žanrovi/classical,301,https://themegaradio.com/sr/žanrovi/classical,301,https://themegaradio.com/sr/žanrovi/classical,301,https://themegaradio.com/sr/žanrovi/classical,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/classical,loop,7+,https://themegaradio.com/hr/žanrovi/classical,301,n/a,https://themegaradio.com/hr/žanrovi/classical,301,https://themegaradio.com/hr/žanrovi/classical,301,https://themegaradio.com/hr/žanrovi/classical,301,https://themegaradio.com/hr/žanrovi/classical,301,https://themegaradio.com/hr/žanrovi/classical,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/classical,loop,7+,https://themegaradio.com/lv/žanri/classical,301,n/a,https://themegaradio.com/lv/žanri/classical,301,https://themegaradio.com/lv/žanri/classical,301,https://themegaradio.com/lv/žanri/classical,301,https://themegaradio.com/lv/žanri/classical,301,https://themegaradio.com/lv/žanri/classical,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/classical,loop,7+,https://themegaradio.com/lt/žanrai/classical,301,n/a,https://themegaradio.com/lt/žanrai/classical,301,https://themegaradio.com/lt/žanrai/classical,301,https://themegaradio.com/lt/žanrai/classical,301,https://themegaradio.com/lt/žanrai/classical,301,https://themegaradio.com/lt/žanrai/classical,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/classical,loop,7+,https://themegaradio.com/kn/ಶೈಲಿಗಳು/classical,301,n/a,https://themegaradio.com/kn/ಶೈಲಿಗಳು/classical,301,https://themegaradio.com/kn/ಶೈಲಿಗಳು/classical,301,https://themegaradio.com/kn/ಶೈಲಿಗಳು/classical,301,https://themegaradio.com/kn/ಶೈಲಿಗಳು/classical,301,https://themegaradio.com/kn/ಶೈಲಿಗಳು/classical,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/country,loop,7+,https://themegaradio.com/et/žanrid/country,301,n/a,https://themegaradio.com/et/žanrid/country,301,https://themegaradio.com/et/žanrid/country,301,https://themegaradio.com/et/žanrid/country,301,https://themegaradio.com/et/žanrid/country,301,https://themegaradio.com/et/žanrid/country,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/country,loop,7+,https://themegaradio.com/kn/ಶೈಲಿಗಳು/country,301,n/a,https://themegaradio.com/kn/ಶೈಲಿಗಳು/country,301,https://themegaradio.com/kn/ಶೈಲಿಗಳು/country,301,https://themegaradio.com/kn/ಶೈಲಿಗಳು/country,301,https://themegaradio.com/kn/ಶೈಲಿಗಳು/country,301,https://themegaradio.com/kn/ಶೈಲಿಗಳು/country,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/country,loop,7+,https://themegaradio.com/lt/žanrai/country,301,n/a,https://themegaradio.com/lt/žanrai/country,301,https://themegaradio.com/lt/žanrai/country,301,https://themegaradio.com/lt/žanrai/country,301,https://themegaradio.com/lt/žanrai/country,301,https://themegaradio.com/lt/žanrai/country,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/country,loop,7+,https://themegaradio.com/lv/žanri/country,301,n/a,https://themegaradio.com/lv/žanri/country,301,https://themegaradio.com/lv/žanri/country,301,https://themegaradio.com/lv/žanri/country,301,https://themegaradio.com/lv/žanri/country,301,https://themegaradio.com/lv/žanri/country,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/country,loop,7+,https://themegaradio.com/hr/žanrovi/country,301,n/a,https://themegaradio.com/hr/žanrovi/country,301,https://themegaradio.com/hr/žanrovi/country,301,https://themegaradio.com/hr/žanrovi/country,301,https://themegaradio.com/hr/žanrovi/country,301,https://themegaradio.com/hr/žanrovi/country,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/country,loop,7+,https://themegaradio.com/sr/žanrovi/country,301,n/a,https://themegaradio.com/sr/žanrovi/country,301,https://themegaradio.com/sr/žanrovi/country,301,https://themegaradio.com/sr/žanrovi/country,301,https://themegaradio.com/sr/žanrovi/country,301,https://themegaradio.com/sr/žanrovi/country,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/dance,loop,7+,https://themegaradio.com/ta/பிரிவுகள்/dance,301,n/a,https://themegaradio.com/ta/பிரிவுகள்/dance,301,https://themegaradio.com/ta/பிரிவுகள்/dance,301,https://themegaradio.com/ta/பிரிவுகள்/dance,301,https://themegaradio.com/ta/பிரிவுகள்/dance,301,https://themegaradio.com/ta/பிரிவுகள்/dance,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/dance,loop,7+,https://themegaradio.com/th/ประเภท/dance,301,n/a,https://themegaradio.com/th/ประเภท/dance,301,https://themegaradio.com/th/ประเภท/dance,301,https://themegaradio.com/th/ประเภท/dance,301,https://themegaradio.com/th/ประเภท/dance,301,https://themegaradio.com/th/ประเภท/dance,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/dance,loop,7+,https://themegaradio.com/uk/жанри/dance,301,n/a,https://themegaradio.com/uk/жанри/dance,301,https://themegaradio.com/uk/жанри/dance,301,https://themegaradio.com/uk/жанри/dance,301,https://themegaradio.com/uk/жанри/dance,301,https://themegaradio.com/uk/жанри/dance,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/dance,loop,7+,https://themegaradio.com/gu/પ્રકારો/dance,301,n/a,https://themegaradio.com/gu/પ્રકારો/dance,301,https://themegaradio.com/gu/પ્રકારો/dance,301,https://themegaradio.com/gu/પ્રકારો/dance,301,https://themegaradio.com/gu/પ્રકારો/dance,301,https://themegaradio.com/gu/પ્રકારો/dance,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/dance,loop,7+,https://themegaradio.com/lt/žanrai/dance,301,n/a,https://themegaradio.com/lt/žanrai/dance,301,https://themegaradio.com/lt/žanrai/dance,301,https://themegaradio.com/lt/žanrai/dance,301,https://themegaradio.com/lt/žanrai/dance,301,https://themegaradio.com/lt/žanrai/dance,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/dance,loop,7+,https://themegaradio.com/ur/اصناف/dance,301,n/a,https://themegaradio.com/ur/اصناف/dance,301,https://themegaradio.com/ur/اصناف/dance,301,https://themegaradio.com/ur/اصناف/dance,301,https://themegaradio.com/ur/اصناف/dance,301,https://themegaradio.com/ur/اصناف/dance,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/dance,loop,7+,https://themegaradio.com/el/ειδη/dance,301,n/a,https://themegaradio.com/el/ειδη/dance,301,https://themegaradio.com/el/ειδη/dance,301,https://themegaradio.com/el/ειδη/dance,301,https://themegaradio.com/el/ειδη/dance,301,https://themegaradio.com/el/ειδη/dance,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/dance,loop,7+,https://themegaradio.com/hy/ժանրեր/dance,301,n/a,https://themegaradio.com/hy/ժանրեր/dance,301,https://themegaradio.com/hy/ժանրեր/dance,301,https://themegaradio.com/hy/ժանրեր/dance,301,https://themegaradio.com/hy/ժանրեր/dance,301,https://themegaradio.com/hy/ժանրեր/dance,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/dance,loop,7+,https://themegaradio.com/cs/žánry/dance,301,n/a,https://themegaradio.com/cs/žánry/dance,301,https://themegaradio.com/cs/žánry/dance,301,https://themegaradio.com/cs/žánry/dance,301,https://themegaradio.com/cs/žánry/dance,301,https://themegaradio.com/cs/žánry/dance,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/dance,loop,7+,https://themegaradio.com/ja/ジャンル/dance,301,n/a,https://themegaradio.com/ja/ジャンル/dance,301,https://themegaradio.com/ja/ジャンル/dance,301,https://themegaradio.com/ja/ジャンル/dance,301,https://themegaradio.com/ja/ジャンル/dance,301,https://themegaradio.com/ja/ジャンル/dance,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/dance,loop,7+,https://themegaradio.com/zh/类型/dance,301,n/a,https://themegaradio.com/zh/类型/dance,301,https://themegaradio.com/zh/类型/dance,301,https://themegaradio.com/zh/类型/dance,301,https://themegaradio.com/zh/类型/dance,301,https://themegaradio.com/zh/类型/dance,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/dance,loop,7+,https://themegaradio.com/ko/장르/dance,301,n/a,https://themegaradio.com/ko/장르/dance,301,https://themegaradio.com/ko/장르/dance,301,https://themegaradio.com/ko/장르/dance,301,https://themegaradio.com/ko/장르/dance,301,https://themegaradio.com/ko/장르/dance,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/dance,loop,7+,https://themegaradio.com/bn/ধরন/dance,301,n/a,https://themegaradio.com/bn/ধরন/dance,301,https://themegaradio.com/bn/ধরন/dance,301,https://themegaradio.com/bn/ধরন/dance,301,https://themegaradio.com/bn/ধরন/dance,301,https://themegaradio.com/bn/ধরন/dance,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/dance,loop,7+,https://themegaradio.com/am/አይነቶች/dance,301,n/a,https://themegaradio.com/am/አይነቶች/dance,301,https://themegaradio.com/am/አይነቶች/dance,301,https://themegaradio.com/am/አይነቶች/dance,301,https://themegaradio.com/am/አይነቶች/dance,301,https://themegaradio.com/am/አይነቶች/dance,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/electronic,loop,7+,https://themegaradio.com/et/žanrid/electronic,301,n/a,https://themegaradio.com/et/žanrid/electronic,301,https://themegaradio.com/et/žanrid/electronic,301,https://themegaradio.com/et/žanrid/electronic,301,https://themegaradio.com/et/žanrid/electronic,301,https://themegaradio.com/et/žanrid/electronic,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/electronic,loop,7+,https://themegaradio.com/kn/ಶೈಲಿಗಳು/electronic,301,n/a,https://themegaradio.com/kn/ಶೈಲಿಗಳು/electronic,301,https://themegaradio.com/kn/ಶೈಲಿಗಳು/electronic,301,https://themegaradio.com/kn/ಶೈಲಿಗಳು/electronic,301,https://themegaradio.com/kn/ಶೈಲಿಗಳು/electronic,301,https://themegaradio.com/kn/ಶೈಲಿಗಳು/electronic,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/electronic,loop,7+,https://themegaradio.com/lt/žanrai/electronic,301,n/a,https://themegaradio.com/lt/žanrai/electronic,301,https://themegaradio.com/lt/žanrai/electronic,301,https://themegaradio.com/lt/žanrai/electronic,301,https://themegaradio.com/lt/žanrai/electronic,301,https://themegaradio.com/lt/žanrai/electronic,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/electronic,loop,7+,https://themegaradio.com/lv/žanri/electronic,301,n/a,https://themegaradio.com/lv/žanri/electronic,301,https://themegaradio.com/lv/žanri/electronic,301,https://themegaradio.com/lv/žanri/electronic,301,https://themegaradio.com/lv/žanri/electronic,301,https://themegaradio.com/lv/žanri/electronic,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/electronic,loop,7+,https://themegaradio.com/hr/žanrovi/electronic,301,n/a,https://themegaradio.com/hr/žanrovi/electronic,301,https://themegaradio.com/hr/žanrovi/electronic,301,https://themegaradio.com/hr/žanrovi/electronic,301,https://themegaradio.com/hr/žanrovi/electronic,301,https://themegaradio.com/hr/žanrovi/electronic,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/electronic,loop,7+,https://themegaradio.com/sr/žanrovi/electronic,301,n/a,https://themegaradio.com/sr/žanrovi/electronic,301,https://themegaradio.com/sr/žanrovi/electronic,301,https://themegaradio.com/sr/žanrovi/electronic,301,https://themegaradio.com/sr/žanrovi/electronic,301,https://themegaradio.com/sr/žanrovi/electronic,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/hip-hop,loop,7+,https://themegaradio.com/hr/žanrovi/hip-hop,301,n/a,https://themegaradio.com/hr/žanrovi/hip-hop,301,https://themegaradio.com/hr/žanrovi/hip-hop,301,https://themegaradio.com/hr/žanrovi/hip-hop,301,https://themegaradio.com/hr/žanrovi/hip-hop,301,https://themegaradio.com/hr/žanrovi/hip-hop,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/hip-hop,loop,7+,https://themegaradio.com/et/žanrid/hip-hop,301,n/a,https://themegaradio.com/et/žanrid/hip-hop,301,https://themegaradio.com/et/žanrid/hip-hop,301,https://themegaradio.com/et/žanrid/hip-hop,301,https://themegaradio.com/et/žanrid/hip-hop,301,https://themegaradio.com/et/žanrid/hip-hop,301,15 May 2026 (04:30 UTC)
https://themegaradio.com/af/genres/hip-hop,loop,7+,https://themegaradio.com/kn/ಶೈಲಿಗಳು/hip-hop,301,n/a,https://themegaradio.com/kn/ಶೈಲಿಗಳು/hip-hop,301,https://themegaradio.com/kn/ಶೈಲಿಗಳು/hip-hop,301,https://themegaradio.com/kn/ಶೈಲಿಗಳು/hip-hop,301,https://themegaradio.com/kn/ಶೈಲಿಗಳು/hip-hop,301,https://themegaradio.com/kn/ಶೈಲಿಗಳು/hip-hop,301,15 May 2026 (04:30 UTC)
